lesson_id,topic,primary_frontier,world_objectives,foreground_point,staged_gates,frontier_lexemes,frontier_lexeme_bundle_ids,required_lexeme_bundle_ids,required_points,required_response_forms,introduced_response_forms,required_discourse_operations,introduced_discourse_operations,surface_language_contract,rehearsal_transfer_targets,prerequisite_lesson_ids,characters,locations,canonical_chronology_event,canonical_first_meeting_pairs,exercise_scope,grounding_modes,picture_book_status,evaluation_targets,source_provenance,estimated_minutes,learning_objectives,point_definition
L099,"Pushes, pulls, and motion",WORLD_FRONTIER,"[{""world_id"":""W-PHY-001"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""pushes"",""pulls"",""motion""]","[""LEX-W-PHY-001""]","[""LEX-W-EVT-001"",""LEX-W-OBJ-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-PHY-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-MAT-003"",""P-CLASS-001"",""W-MAT-004"",""P-CHANGE-001""]","[""L014"",""L003"",""L000"",""L004"",""L006"",""L013""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SEQUENCE"",""DIAGRAM""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C083"",""C084"",""C085""]",30,"[""Pushes, pulls, and motion. Interactions such as pushes and pulls can start, stop, or change observable motion.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L100,causative make + object + verb,POINT_FRONTIER,"[{""world_id"":""W-PHY-001"",""status"":""EST""}]","{""point_ids"":[""P-CAU-002""],""status"":""NEW""}",[],"[""make + object + verb""]","[""LEX-P-CAU-002""]","[""LEX-W-PHY-001"",""LEX-P-TNS-002""]","[""P-TNS-002""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-CAU-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-CLASS-001"",""W-MAT-004"",""P-CHANGE-001"",""W-PHY-001""]","[""L099"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C083""]",30,"[""causative `make + object + verb`.""]",causative `make + object + verb`.
L101,Speed compares rates of motion,WORLD_FRONTIER,"[{""world_id"":""W-PHY-002"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""speed"",""compares"",""rates"",""motion""]","[""LEX-W-PHY-002""]","[""LEX-W-PHY-001"",""LEX-W-MATH-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-PHY-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-MAT-004"",""P-CHANGE-001"",""W-PHY-001"",""P-CAU-002""]","[""L099"",""L045"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SEQUENCE"",""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C085""]",30,"[""Speed compares rates of motion.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L102,Simple machines alter how forces are applied; decomposed by lever/pulley/inclined-plane examples rather than one vocabulary dump,WORLD_FRONTIER,"[{""world_id"":""W-PHY-003"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""machines"",""alter"",""forces"",""applied"",""decomposed"",""lever"",""pulley"",""inclined-plane""]","[""LEX-W-PHY-003""]","[""LEX-W-PHY-001"",""LEX-W-TEC-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-PHY-003"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-CHANGE-001"",""W-PHY-001"",""P-CAU-002"",""W-PHY-002""]","[""L099"",""L035"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM"",""SCENE""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C086""]",30,"[""Simple machines alter how forces are applied; decomposed by lever/pulley/inclined-plane examples rather than one vocabulary dump.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L103,structure/function: helps X (to),POINT_FRONTIER,"[{""world_id"":""W-PHY-003"",""status"":""EST""}]","{""point_ids"":[""P-FUNC-002""],""status"":""NEW""}",[],"[""helps X (to)..."",""helps X by -ing"",""allows/enables""]","[""LEX-P-FUNC-002""]","[""LEX-W-PHY-003"",""LEX-P-FUNC-001""]","[""P-FUNC-001""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-FUNC-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-PHY-001"",""P-CAU-002"",""W-PHY-002"",""W-PHY-003""]","[""L102"",""L037""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C086"",""C112"",""C126""]",30,"[""structure/function: `helps X (to)...`, `helps X by -ing`, `allows/enables`.""]","structure/function: `helps X (to)...`, `helps X by -ing`, `allows/enables`."
L104,Magnets interact with some materials and not others,WORLD_FRONTIER,"[{""world_id"":""W-PHY-004"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""magnets"",""interact"",""some"",""materials"",""others""]","[""LEX-W-PHY-004""]","[""LEX-W-MAT-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-PHY-004"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-CAU-002"",""W-PHY-002"",""W-PHY-003"",""P-FUNC-002""]","[""L091"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C087""]",30,"[""Magnets interact with some materials and not others.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L105,contrastive quantification some,POINT_FRONTIER,"[{""world_id"":""W-PHY-004"",""status"":""EST""}]","{""point_ids"":[""P-QNT-004""],""status"":""NEW""}",[],"[""some...others...""]","[""LEX-P-QNT-004""]","[""LEX-W-PHY-004"",""LEX-P-QNT-003""]","[""P-QNT-003""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-QNT-004"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-PHY-002"",""W-PHY-003"",""P-FUNC-002"",""W-PHY-004""]","[""L104"",""L066""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C087"",""C119"",""C190""]",30,"[""contrastive quantification `some...others...`.""]",contrastive quantification `some...others...`.
L106,Sound and vibration are causally related in simple observable systems,WORLD_FRONTIER,"[{""world_id"":""W-PHY-007"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""sound"",""vibration"",""causally"",""related"",""observable"",""systems""]","[""LEX-W-PHY-007""]","[""LEX-W-PHY-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-PHY-007"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-PHY-003"",""P-FUNC-002"",""W-PHY-004"",""P-QNT-004""]","[""L099"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM"",""SEQUENCE""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C090""]",30,"[""Sound and vibration are causally related in simple observable systems.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L107,A simple circuit contains connected components whose arrangement affects operation,WORLD_FRONTIER,"[{""world_id"":""W-PHY-008"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""circuit"",""contains"",""connected"",""components"",""whose"",""arrangement"",""affects"",""operation""]","[""LEX-W-PHY-008""]","[""LEX-W-TEC-002"",""LEX-W-EVT-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-PHY-008"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-FUNC-002"",""W-PHY-004"",""P-QNT-004"",""W-PHY-007""]","[""L035"",""L020"",""L000"",""L004"",""L006""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C091""]",30,"[""A simple circuit contains connected components whose arrangement affects operation.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L108,Energy sources supply energy to processes/systems at an introductory descriptive level,WORLD_FRONTIER,"[{""world_id"":""W-PHY-009"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""energy"",""sources"",""supply"",""processes"",""systems"",""descriptive""]","[""LEX-W-PHY-009""]","[""LEX-W-PHY-008"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-PHY-009"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-PHY-004"",""P-QNT-004"",""W-PHY-007"",""W-PHY-008""]","[""L107"",""L000"",""L004"",""L006""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C092""]",30,"[""Energy sources supply energy to processes/systems at an introductory descriptive level.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L109,source relation comes from,POINT_FRONTIER,"[{""world_id"":""W-PHY-009"",""status"":""EST""}]","{""point_ids"":[""P-SOURCE-001""],""status"":""NEW""}",[],"[""comes from""]","[""LEX-P-SOURCE-001""]","[""LEX-W-PHY-009"",""LEX-P-PATH-001""]","[""P-PATH-001""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-SOURCE-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-QNT-004"",""W-PHY-007"",""W-PHY-008"",""W-PHY-009""]","[""L108"",""L040""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C092"",""C102""]",30,"[""source relation `comes from`.""]",source relation `comes from`.
L110,physical causation and engineering transfer,TRANSFER,"[{""world_id"":""W-PHY-002"",""status"":""XFER""},{""world_id"":""W-PHY-003"",""status"":""XFER""},{""world_id"":""W-PHY-004"",""status"":""XFER""},{""world_id"":""W-PHY-007"",""status"":""XFER""},{""world_id"":""W-PHY-008"",""status"":""XFER""},{""world_id"":""W-PHY-009"",""status"":""XFER""}]","{""point_ids"":[""P-CAU-002"",""P-FUNC-002"",""P-QNT-004"",""P-SOURCE-001""],""status"":""XFER""}",[],[],[],"[""LEX-P-CAU-002"",""LEX-W-PHY-002"",""LEX-W-PHY-003"",""LEX-P-FUNC-002"",""LEX-W-PHY-004"",""LEX-P-QNT-004"",""LEX-W-PHY-007"",""LEX-W-PHY-008"",""LEX-W-PHY-009"",""LEX-P-SOURCE-001""]","[""P-CAU-002"",""P-FUNC-002"",""P-QNT-004"",""P-SOURCE-001""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""NONE"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-CAU-002"",""W-PHY-002"",""W-PHY-003"",""P-FUNC-002"",""W-PHY-004"",""P-QNT-004"",""W-PHY-007"",""W-PHY-008"",""W-PHY-009"",""P-SOURCE-001""]","[""L100"",""L101"",""L102"",""L103"",""L104"",""L105"",""L106"",""L107"",""L108"",""L109""]","[""CHAR-EMMA"",""CHAR-TARO"",""CHAR-ERROL""]","[""LOC-MEADOW-PATH"",""LOC-POND"",""LOC-OAK"",""LOC-SCHOOL""]",,[],Noncanonical transfer and retrieval task; no new persistent event.,"[""COMPARISON"",""DIALOGUE"",""DIAGRAM""]",DS,"[""Far transfer"",""Delayed retrieval"",""Multi-item composition"",""No frontier leakage""]","[""C083"",""C085"",""C086"",""C112"",""C126"",""C087"",""C119"",""C190"",""C090"",""C091"",""C092"",""C102""]",30,"[""Recombine already acquired WORLD and POINT material in a new context.""]",No new POINT; established operators are retrieved and composed.
L111,Machines/systems consist of interacting parts; part failure can affect system behavior,WORLD_FRONTIER,"[{""world_id"":""W-ENG-001"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""machines"",""systems"",""consist"",""interacting"",""parts"",""part"",""failure"",""affect""]","[""LEX-W-ENG-001""]","[""LEX-W-TEC-002"",""LEX-W-OBJ-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-ENG-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-PHY-007"",""W-PHY-008"",""W-PHY-009"",""P-SOURCE-001""]","[""L035"",""L003"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING"",""LOC-MILL""]",INTRODUCE-LOC-MILL,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C093""]",30,"[""Machines/systems consist of interacting parts; part failure can affect system behavior.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L112,"Objects/systems can contain parts; part, whole, member, material, and component relations must not be conflated",WORLD_FRONTIER,"[{""world_id"":""W-SYS-001"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""objects"",""systems"",""contain"",""parts"",""part"",""whole"",""member"",""material""]","[""LEX-W-SYS-001""]","[""LEX-W-OBJ-001"",""LEX-W-ENG-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-CLASS-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-CLASS-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY"",""DO-CLASSIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-SYS-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-PHY-008"",""W-PHY-009"",""P-SOURCE-001"",""W-ENG-001""]","[""L003"",""L111"",""L000"",""L004"",""L006"",""L096""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C042"",""C105"",""C133"",""C199""]",30,"[""Objects/systems can contain parts; part, whole, member, material, and component relations must not be conflated.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L113,"Weather patterns and seasons concern recurrence over time, not guarantees about individual days",WORLD_FRONTIER,"[{""world_id"":""W-EAR-002"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""weather"",""patterns"",""seasons"",""concern"",""recurrence"",""time"",""guarantees"",""about""]","[""LEX-W-EAR-002""]","[""LEX-W-EAR-001"",""LEX-W-TIME-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-EAR-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-PHY-009"",""P-SOURCE-001"",""W-ENG-001"",""W-SYS-001""]","[""L076"",""L080"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM"",""LOC-HILL""]",INTRODUCE-LOC-HILL,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""COMPARISON"",""SEQUENCE""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C097"",""C098""]",30,"[""Weather patterns and seasons concern recurrence over time, not guarantees about individual days.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
